layer,identity_similarity
0,0.6235287189483643
1,0.13944578170776367
2,0.11229865252971649
3,0.10157573223114014
4,0.08860465884208679
5,0.06312418729066849
6,0.05158132314682007
7,0.04049847275018692
8,0.04105624929070473
9,0.025956733152270317
10,0.010284160263836384
11,-0.0009591563139110804
12,-0.1363348662853241
