layer,identity_similarity
0,0.5186480283737183
1,0.10286818444728851
2,0.08412660658359528
3,0.05821496620774269
4,0.058886367827653885
5,0.04674075171351433
6,0.03054017387330532
7,0.018990512937307358
8,0.03025907091796398
9,0.01923922263085842
10,0.030673926696181297
11,6.744824349880219e-05
12,-0.12131857872009277
