layer,identity_similarity
0,0.5621675252914429
1,0.11286748945713043
2,0.10040968656539917
3,0.08873520791530609
4,0.08598703145980835
5,0.060183919966220856
6,0.04930565878748894
7,0.038638755679130554
8,0.03750283643603325
9,0.001948806457221508
10,-0.004991533234715462
11,-0.02264593355357647
12,-0.13551539182662964
